Total observations: 478
Total time period:12
Unit for demand: cores*hours
=================================================================
118091.1941	179276.0894	185230.4906	131641.46	143414.6742	131456.2212	227999.6054	243447.8356	219612.7782	153399.8205	223016.5019	166349.0726
102707.3681	226906.8893	211590.5585	103948.0435	163094.0172	177898.9604	263451.4852	213059.9474	215558.7934	200719.2056	227088.622	158976.0187
106341.7043	212256.9888	198430.496	106742.1772	173064.8396	169293.8332	264070.797	197885.0969	196117.6979	186019.0287	202572.4428	146161.0364
114898.691	225991.7372	191737.2385	127599.3037	193689.409	180989.9685	222154.1484	203302.3442	232194.6346	224785.4896	200582.0433	139749.3101
125250.0901	234464.4294	196652.7946	104102.6466	172326.7722	168480.5157	208797.1108	200418.2596	209178.7145	238721.9594	215450.2519	152899.2166
125727.2856	169329.6265	150774.905	94284.98784	180350.0944	179859.0507	204753.3912	224944.7674	239133.5313	178635.4453	201039.4503	160254.2718
100798.2021	219138.2866	202260.2709	124187.0543	175851.4753	159827.6814	235968.129	209113.7654	199118.6955	202550.0467	213729.9044	126589.4849
134032.3551	218765.5162	179436.5479	120987.6577	150166.811	137447.1468	252379.7392	192067.2885	194117.0399	202333.7725	186761.7482	151055.6087
126040.4246	195993.6951	194014.8024	119438.5936	176299.3513	166059.6068	220723.7713	177845.0094	211021.2462	185731.9275	206956.6116	156143.6363
80957.69406	204197.6937	171363.05	114924.4208	162307.8149	193401.3278	214321.4674	211131.0421	252685.2221	190789.7144	203334.1779	169045.9464
126319.3047	207218.9515	193019.6063	124874.6047	168973.9707	190369.6259	235836.3031	213707.6438	188750.0745	181273.2276	174461.3577	117738.0501
106154.5949	216861.7139	184628.8024	106920.3512	166392.1293	168785.42	216532.3993	261012.3575	223307.4692	185338.836	201964.3947	176543.7871
99281.61057	232678.0785	168940.111	122733.766	153912.8247	151410.9458	259296.6087	211427.4369	217705.602	190274.8537	201862.5084	159614.3213
129411.1881	196405.1674	220033.4207	98127.92273	180152.7497	171383.3284	226042.3269	199202.4078	199619.6152	174409.0395	194627.873	148436.0313
97181.34118	183053.3451	174612.3991	117311.7114	160533.3457	172544.9293	225566.9354	197252.6028	217911.6195	212004.2726	208473.4516	170018.0861
150344.1915	176686.1994	175992.783	124061.264	177952.0027	174868.4527	205015.4636	175305.3751	203129.6163	196093.2592	203751.405	155757.8147
91879.74946	197551.0466	183664.4322	95981.45985	170741.6034	168827.6873	221972.8234	178832.8553	179235.3009	213752.4886	192755.9886	128173.5627
99596.8274	232091.5321	205635.074	100687.3311	176421.9799	193900.9326	199701.0099	229360.7219	204954.165	188709.2786	182424.5203	135408.1952
139504.9786	215648.5027	219495.0028	86631.55487	187997.2722	167677.0256	236463.5452	203827.2742	198704.2365	171360.1584	206085.7401	116416.5527
125779.1752	190570.1665	208473.1003	91038.35671	172513.9632	196541.7878	217437.4506	194817.9553	241565.3591	210982.5689	173556.3368	144089.0507
99723.06915	200562.1487	173025.3126	111307.3079	175002.3913	139895.0443	215168.597	217674.4933	222958.0477	231129.5615	224908.5616	115131.7075
107113.09	183304.182	205056.0549	135430.5182	139828.7822	152898.3608	169727.507	223577.9625	181044.4161	178521.8585	183832.8626	132876.4323
79597.77347	182528.0834	191685.4779	115783.7312	172424.381	148972.4853	198838.9913	214999.0363	243141.0164	185855.6545	183496.4284	133591.1325
90328.68435	197947.2136	170078.175	115132.1113	152360.663	199317.8707	244268.8976	235516.5805	201964.5104	201493.4029	216091.7807	147338.6587
99952.61596	184950.4345	213741.1218	118231.0267	167620.4381	188691.0593	195979.1121	200599.5269	187226.7947	234070.6064	194524.2716	138788.1471
140467.528	219720.9064	190780.9603	130912.7124	175397.8822	185380.6067	246383.7784	197664.7654	223844.4163	204024.5983	198551.864	121019.5937
125257.5488	191646.3495	182871.5249	90344.11202	171447.1714	170127.3624	188881.3234	185577.6825	196757.7182	199028.5824	213863.6042	173129.005
143604.5662	187538.2544	139589.18	102223.3376	163872.2949	171429.4038	249125.2102	195354.9681	198737.4809	226677.0353	216824.7113	152116.9993
107681.2831	199082.2448	197677.7904	106939.2429	195269.6182	165177.2465	206552.2586	213045.395	182297.486	177021.4149	220564.9099	142791.0622
99418.20073	216589.2952	143510.4679	113262.0216	204567.4494	183786.4306	220538.3443	220579.8134	236034.3238	195321.8921	188520.1871	142392.8906
98276.41873	153555.6694	204400.7764	102559.3128	172322.4906	163987.0159	232336.8469	211518.4699	236304.765	209449.1349	223897.9927	147656.326
111139.7872	192257.0585	193914.6764	93709.98812	184479.9214	182882.2219	272093.4856	235220.6245	234825.5161	227650.3612	207601.0275	125227.997
81931.14207	211974.4353	210336.9614	107042.6658	178000.7298	201111.2799	207705.5839	235040.5027	219349.2609	183928.6546	181727.1579	125748.6479
130399.4922	184186.6977	193606.3211	85424.89062	169274.9115	154552.1007	210517.3918	205222.3839	249972.6762	201011.1352	195481.5235	183648.0501
104312.5076	193158.4579	190481.4961	113039.028	148557.8973	166851.4175	208135.9701	196364.7289	238256.4979	211867.2136	218632.2257	127170.0223
136536.8909	204128.6155	202131.4873	105054.0533	137380.4414	165062.3436	213734.3068	249829.4769	248257.1466	210714.3674	198318.6431	141940.8002
99542.44854	195456.2805	184412.3856	125155.6781	210522.9898	189703.1488	237307.5959	238395.4382	189190.1751	168863.5712	200617.664	121247.402
118075.1618	192910.1456	208558.2179	105894.2761	151270.567	171010.591	198790.9577	232731.6243	213965.2486	192236.4594	209658.5055	96354.69612
82102.8663	167109.4865	184395.6763	101879.3837	156986.4523	213833.7483	198523.4232	236025.2967	209734.6596	203949.7393	184954.6503	144739.5375
86980.36304	210694.3563	137229.0973	124297.183	161204.3341	209763.198	239432.8865	175866.8781	202345.3514	232618.1996	169538.0786	124725.8763
103443.4014	210099.258	199944.607	125517.4853	149147.6494	155556.101	177112.0935	187633.9956	267995.8005	221472.2801	186917.9803	129579.5251
87432.84827	195721.8763	166436.7983	109760.638	176810.6078	158020.196	216357.0164	207296.2314	211858.6381	184162.3172	191258.5075	143113.9888
123632.7311	218659.2157	188555.9138	84573.63043	154397.7877	130422.279	221597.8417	223435.2083	239966.7504	192683.7911	206742.0183	126473.0362
134718.6761	195988.5251	151489.5848	113821.1792	168928.4434	176940.1169	209789.4439	204949.4671	211160.8357	181062.8069	236476.2946	153939.4415
100661.9751	189011.57	194288.997	112027.7281	172302.6755	181252.2732	226481.9455	197924.3776	214614.7847	206668.6099	185555.3095	151015.9543
128878.9038	204077.1874	176948.2349	101333.8233	156183.6307	160334.3823	250001.5409	200379.5236	216048.3497	212539.8164	188555.0161	157093.5764
107483.0791	154116.4254	196206.2205	111402.2123	202477.0474	185454.3797	210663.4166	228016.0337	251234.4962	186906.4204	206499.1389	131057.3039
124821.3886	199613.9488	169324.4666	104623.5461	175357.02	201614.2434	252392.1296	230839.2798	207874.9803	211727.1662	185481.8419	153937.5167
108860.514	231011.1967	174016.1006	112814.0388	190008.9651	176908.7952	224644.4453	217417.8675	222079.2006	201962.6097	196244.1234	123149.0528
136366.1138	176626.3636	182749.9994	125235.2491	168126.2252	175685.702	210767.7483	231613.1089	237686.3634	191508.5251	190477.0037	110304.7703
111860.1581	211380.0667	215236.4082	112186.5962	214347.118	196820.637	186702.2567	220181.5828	208522.6059	196633.3811	213300.8915	131605.3928
93666.57403	201422.9293	204144.4541	106776.5465	188801.8969	185382.345	201345.4188	240007.7411	241448.8544	191302.9472	176846.1985	122269.0051
82832.03376	167978.6732	163582.7123	104972.1503	194695.0401	162413.5751	214292.8828	223058.0878	219279.6423	185351.4658	209553.6727	153737.6282
96984.62121	223765.7212	164470.7003	98031.62851	166283.6745	158174.455	245528.2108	191253.4572	235487.0222	192906.3548	210359.2249	152649.5889
88170.71414	228942.1798	194773.5717	111924.5184	159987.1904	166728.1252	179369.4618	239964.3451	185999.6203	187836.3932	209700.8192	148807.0158
77694.23021	199361.9445	192133.4361	125325.7215	163963.1307	181896.7164	245601.6526	207200.5397	212285.7024	230438.9499	192350.9883	177578.3109
122252.8035	187042.6922	187135.5015	106917.1453	167328.0791	138561.451	210698.8276	197080.4101	224181.199	209573.078	205213.2763	142563.0705
108611.408	197517.4421	212350.6533	103638.3968	185337.5516	152208.7379	194696.4678	230560.4762	248155.9286	174926.4327	212139.765	159906.4209
86238.6158	225698.1463	170941.2699	129698.0353	187502.6275	176692.7976	201673.2921	248549.0541	215610.4432	189813.1757	215237.092	152032.6711
107045.3219	198527.3135	166643.4814	76863.00467	167358.9754	204183.7608	210890.66	220980.2232	172691.9299	191791.5005	211605.7505	164825.1024
119634.5124	151051.9023	150868.7171	126253.6311	159741.9984	171715.3074	229641.2301	242206.2191	246309.7363	198556.2529	196561.9533	151867.826
122482.3379	185051.5189	176484.8303	132723.8711	211612.7385	182213.3303	186538.0628	251844.7543	236362.5982	232551.0201	169155.5675	113870.4336
119590.0447	208241.2864	183013.7719	115382.4243	167867.7501	175833.0844	240440.3937	230209.9624	232971.9352	218313.0451	192775.5748	132650.5045
76900.99757	191239.2783	147188.0421	130368.8156	156877.6858	180358.3826	221160.2525	226005.0644	202709.2678	198449.8384	188364.5033	148019.8013
113838.7296	229617.0902	168238.4257	105584.1802	164518.9162	126137.3577	197612.0981	199168.0075	170388.0899	189263.0469	191054.8155	142300.1278
119412.9719	218929.6107	177276.6061	109784.496	157917.8135	138152.9242	250789.7179	212350.7026	185926.7772	227418.0803	178279.8303	120082.905
105645.3565	190839.4464	218804.3522	89286.60008	144206.8706	143108.7832	208133.7918	205807.7215	239478.2646	226327.916	192546.4062	149367.2023
110307.2991	191294.9508	173629.1062	106706.504	169546.2687	183249.1685	235055.8643	209162.9995	203365.5399	229531.7024	203931.6876	142418.8932
82764.51921	187805.2823	161012.2372	122383.5677	141904.7543	178004.4889	222034.5962	188925.1311	225827.4882	201724.3967	192984.5009	153040.878
61612.16542	194393.6405	152488.8198	139941.2532	175261.817	115909.5456	221418.7907	233305.6722	206980.4475	210754.6716	206290.2797	146040.8752
104012.7185	207456.1328	145459.5907	114870.6522	151541.2598	156210.152	212596.9187	205299.4113	194847.8245	206205.6885	187015.5158	139852.2459
114707.1371	178585.4834	192452.6462	87268.81843	158384.4058	186382.4215	215560.0974	233077.2945	190327.707	179971.9945	223049.2062	124876.0189
93704.73129	226060.4664	142594.2192	95236.30172	161190.6362	143158.5582	247422.5099	198958.5848	223027.3698	177101.3192	176244.9542	144361.4956
129705.4672	194583.3617	186296.3172	107113.3036	147752.3534	146668.5808	200802.714	225789.7431	217139.2756	215101.0358	193355.8603	185747.0737
119654.2857	229504.707	186470.3043	115671.2396	175188.167	185611.9819	233005.2531	251931.3408	232857.1384	181261.8651	198896.7383	125166.0022
102559.8837	216001.4904	168164.1807	113965.2485	192156.3469	149153.1705	220146.3908	230175.5713	223317.6571	172576.836	173014.1494	166703.4813
132253.9101	188517.805	176880.2323	135177.5498	145201.8703	153031.9805	209207.6397	191508.6164	238963.1624	169345.7686	197515.7656	123148.5478
79055.79189	157359.1594	181501.0818	100307.8317	167877.796	159232.2722	208199.1464	248618.1632	171129.6343	198334.7047	199985.3739	140847.1441
141029.7061	243759.1045	208467.7541	129221.9202	187312.4834	161087.5018	194345.4657	249886.7299	237965.7544	174675.1443	191812.6733	129417.6129
159825.5053	198073.5661	195246.7148	117976.1347	179602.5537	128473.9824	238381.6818	239044.9556	214883.1489	187857.3064	201526.1717	113709.0892
133758.7451	176366.7367	219932.699	106094.0214	182888.0677	166318.5396	281826.8755	213910.935	206077.8519	216659.6484	184970.0421	148501.7261
80154.82266	199483.2189	190851.775	105806.9616	181404.6247	154400.482	259895.6618	205102.9491	204701.7228	178297.6479	200928.4651	176078.4236
96693.77306	199413.6224	170906.447	123392.7584	164366.9413	120698.7647	209579.0574	195465.5945	244653.4828	157481.7562	166785.965	123891.1424
110387.177	200323.0342	186110.8212	72761.79534	156416.885	167491.8064	219952.2376	199275.2454	239291.9471	227497.0001	197877.2383	155296.9377
150816.7146	168385.1752	172838.6131	115492.0585	173216.9744	158916.2474	191650.7266	217944.8412	200823.5186	204284.5794	203438.4247	98783.98288
124009.7438	195772.9991	147683.2455	94653.63698	184242.4044	165416.8082	224080.0847	227133.246	212101.8192	188551.8899	163517.0416	134150.6778
113781.7668	200080.8021	181594.4187	98369.45013	201471.6203	148120.2089	202960.9981	210303.2022	190462.3199	199579.8622	210689.7677	142826.9932
105722.3004	177318.4802	187188.8068	133937.1455	197614.4559	158239.582	220344.1405	230383.844	214683.305	177896.3658	226307.6495	154188.4948
146199.1744	201625.4577	180732.7342	122716.4456	160651.1921	192156.4903	218015.5742	193342.0295	177016.5829	173742.906	203653.2202	135949.0439
132558.442	179155.295	156939.4217	99671.57986	179153.5926	188284.1641	210657.4826	228100.9883	213783.3515	203970.548	184455.6102	112762.5334
105999.6819	186788.7879	181727.0605	79620.23445	191360.4849	160114.2153	201415.0265	237003.1162	217767.7064	194344.5342	184369.3282	102288.1243
97391.3538	226252.5402	179982.6328	113891.6218	198009.0154	177353.4639	230028.7462	239177.8467	208614.131	176194.7181	189381.4581	167264.312
84122.1735	206557.383	166715.2386	93350.06286	193508.6689	189787.2539	213025.9833	195671.2427	222675.513	205652.5112	212211.7325	136637.7449
125766.8856	221870.9486	183947.1516	131607.4972	162227.6963	170052.8411	195051.7217	213795.7931	202344.9174	234498.3546	175252.3263	153876.2167
115182.6371	168431.4452	218961.1137	126689.3552	168419.4493	164459.9852	246718.5571	204991.1541	213864.9024	193515.6845	179469.5369	125251.2386
144545.6512	181855.2205	142567.5338	84307.51645	168291.7574	169768.7259	220666.7498	186065.575	214181.6669	189860.1027	188697.1907	126608.4152
128726.2725	210336.3448	146896.5165	79388.1336	172062.4539	152017.8908	260094.3321	188620.0064	233456.538	184516.3553	201523.3393	126315.2347
102182.3556	224766.9153	189168.7792	122923.2412	172161.937	157151.5112	174754.034	195743.4344	206874.7468	165639.0741	185431.962	145442.7811
112137.8906	203835.0608	148060.5803	102716.1374	176287.805	154380.3063	205409.9788	209600.6206	201361.5726	217220.9567	199525.894	126520.5197
91730.04073	177082.6894	160823.0841	118181.8721	177145.3864	177628.1615	262679.4235	219972.3885	220474.143	185854.4558	224427.2387	102791.4937
128432.6465	169451.4393	207054.9451	96428.17854	172561.9378	155025.9655	237798.3902	216182.7752	241772.1488	195171.1851	198997.8914	166437.238
103984.7012	246451.2187	169275.538	116829.8736	176753.7859	149237.6254	270526.6456	190247.258	218225.9642	193210.6366	163186.8257	101754.5179
116142.1314	167683.7639	185040.6244	101990.319	173504.2919	143188.2276	224595.435	196655.2767	174322.267	182409.0921	179041.4934	130895.0489
102258.116	218885.3139	177189.4844	128643.4368	187927.4882	179292.6434	237147.6559	201174.4786	187478.2099	207286.5153	213017.0204	154876.7253
137140.6809	181540.9653	165080.9422	112429.6052	139885.4473	176835.3713	195991.8505	223170.5165	210510.4251	216543.9912	238079.0973	121252.1614
107621.2819	202672.0616	180265.1599	110415.3606	168468.3628	156687.887	220488.6353	193818.2837	224156.327	194797.1931	209307.8976	186764.1398
142261.1749	221666.1784	166021.1655	104870.0173	197841.4827	171082.1267	213234.7671	202487.1188	240126.588	206522.7355	189581.4624	153383.6175
100824.1605	201960.2891	182380.7945	144175.1907	173312.1366	148430.0594	247733.2268	231356.0085	247904.4526	223807.9722	230941.0887	143278.5142
110922.9662	201587.7019	206471.6022	114210.5418	161665.3412	170533.9185	238957.5764	215528.3662	176899.2837	226353.2076	186951.5321	131607.1692
68446.89484	193177.8893	188697.0637	123769.4757	203819.5085	177521.6622	190456.2707	215163.181	251629.441	202650.755	185163.7099	127687.6016
80075.23223	221202.2088	168120.4886	126681.4502	165354.6437	194227.8667	240600.3845	194217.4538	203916.7155	199416.5563	209026.6512	159189.1176
79696.82593	230933.2893	203880.9131	128865.419	176404.3828	167035.5506	191777.6281	196660.1106	177239.6135	179328.7553	204757.6184	117927.971
100667.2185	218344.923	196901.9279	124163.9939	169399.646	177964.7268	204557.9052	224384.7065	203504.5136	195759.945	209220.1046	160092.9196
118953.6384	244960.0166	163855.2424	91737.42764	169010.1767	173321.547	236421.1278	240003.9556	243167.4633	214745.3788	225497.5182	157226.1574
114928.3606	227397.614	180085.4637	131148.6684	175499.5369	142750.4744	237489.9692	195334.0288	246137.4987	216759.6281	199904.845	172114.8427
104472.9217	193190.9031	201821.8794	106705.7542	165612.9224	142679.0057	242353.7951	245776.8878	207080.1986	184203.8273	165375.4786	136338.5863
69161.67482	189886.4933	179227.5895	126386.2134	153270.5007	185710.8044	226611.1818	209009.6423	211741.7172	190561.9929	192804.063	138467.9814
79773.96603	178571.724	176070.0275	120704.1075	206420.5322	122688.6556	238172.0323	204235.49	228352.668	180079.0336	225957.5483	152900.3614
