Total observations: 478
Total time period:14
Unit for demand: cores*hours
=====================================================================================

102408.9413	186490.0845	128390.3416	101279.4148	178556.0322	153583.071	172885.0741	194403.1571	204971.8269	141730.9808	161019.124	166765.7656	117891.2995	115235.0247
104074.7922	190245.4394	211961.1379	123217.2315	160011.5687	136246.0289	209682.509	176380.8184	139778.0092	145608.8076	145561.6069	147387.5559	135029.9407	107605.4499
102315.0444	204371.0791	203461.8521	76386.7204	158258.2968	141433.3757	208086.1931	178361.8071	166514.8684	145115.047	153622.5159	151493.1422	97427.39027	117945.8197
120891.7223	186349.2645	176742.8156	120582.3322	153165.2035	172816.0822	201539.5381	197063.9718	186827.3426	178987.453	157255.9145	152280.0844	135785.8083	147205.5404
86895.3589	189871.2181	140630.9312	108986.45	137811.3193	154897.4643	179450.8421	173722.288	155759.3031	163031.6151	203957.7505	136965.0609	106176.3979	100409.8374
99807.05688	188424.9913	180477.6632	114523.4629	135668.938	153029.3455	234064.7027	208370.3621	177794.5263	161047.7888	133463.6184	162022.4771	148416.7026	126589.8627
115052.133	208644.1546	205626.4102	110439.4021	143786.1176	178518.7131	178068.0305	188809.3282	202909.9161	142686.2816	176411.5682	175015.9763	126173.9041	97901.32717
119488.8212	184735.1791	146473.3663	112888.5397	123277.6934	152524.4284	212762.4895	155291.0026	194354.1774	166128.5501	157572.9643	126518.4512	141651.1487	112277.8782
127786.5626	216319.2065	195033.5877	105915.8918	147848.881	132771.443	174009.0298	211659.4912	189866.2794	178364.8052	192703.349	135582.7002	111213.2736	123113.1168
117847.8012	201009.0023	161498.454	119941.3785	168970.1584	147486.3622	202011.0881	171800.4355	155655.1321	163500.2396	159677.9406	155495.2003	129173.3642	101349.7603
99374.46692	176595.0129	117356.8832	106713.9327	141998.1114	167776.7479	211310.8958	201845.9353	159979.1363	156973.4154	158838.4215	135100.2169	129109.6435	95943.33985
109718.2716	212782.3671	165572.2334	102936.6876	167665.5594	157498.2179	210326.5088	188199.7061	190084.9861	148594.4385	151016.6547	166196.0751	135759.3947	140717.4418
114370.1331	196944.4774	161558.1236	85778.79213	156448.9943	110394.2495	185577.3278	186186.383	169977.3466	177049.7095	153392.7826	144275.6995	163293.83	111569.5766
114232.8612	167440.0493	151258.8811	104228.5806	152782.4363	143348.7336	166757.2133	187827.3095	164022.9238	157831.5539	157632.0299	132502.0302	151128.0648	79538.85306
124707.3213	175842.5827	184724.1403	109030.1782	137402.457	102000.1311	217084.2168	214509.1951	152840.0639	151375.5843	125853.005	139972.0575	120692.4205	122015.709
75327.39475	176309.6772	138206.4058	81319.99418	148175.6688	191387.358	197517.7422	197214.3569	185694.2515	122924.0723	156163.916	145551.8223	111280.7119	148047.6263
86252.69031	219045.9144	121120.461	89958.57862	177545.8034	119754.7474	207094.0768	171870.6281	206640.9368	131361.3497	190444.2118	186724.1965	148190.0023	98791.42557
104602.2619	188275.7839	201735.622	104320.743	153006.2953	171824.5938	186394.5379	207366.5681	168205.7164	158745.6631	139167.0884	162987.8733	148369.9643	115947.5899
67726.88204	148657.4008	193618.3428	101932.8166	131127.9243	192286.4239	186621.9721	197984.8404	179151.2614	167178.488	166822.2915	162662.2633	119196.9794	106499.4674
75631.83531	186735.4715	193942.9725	109470.0551	138089.8515	161731.0254	198060.8799	199631.9249	175055.7073	159797.7556	178395.2393	169212.1057	121542.8892	135491.2187
92424.03315	154945.7511	205172.4796	86377.38092	158155.8395	140400.3526	193200.248	185882.1016	154547.8808	173025.1365	212940.0058	155507.425	143778.8087	108343.7829
126149.8518	170385.7297	199015.9767	101598.47	126234.9749	143753.1486	220762.3618	171571.1684	143194.4393	162609.3578	163968.23	179908.8338	115210.2962	94380.2468
70034.56795	208931.9754	167723.5358	112880.3457	139221.1913	149832.1058	215228.333	215994.0243	139442.0147	163108.9887	153927.3638	164666.8102	145583.7436	123046.9104
100001.9188	161799.7686	185210.7929	90586.95241	133815.5738	140607.7037	246600.7034	188991.0334	180758.1724	144326.073	130473.7404	134438.0734	129549.3703	134353.6457
95015.62831	195624.1081	188252.1711	118359.3589	155029.2243	154381.2592	190127.3836	190272.4604	173654.9617	179474.9212	152811.9176	154558.1735	133176.5596	104222.5196
109627.2377	201460.7791	184578.8539	82036.82244	149174.4409	130256.5607	177874.3347	177205.4074	168269.4058	157517.6884	161137.9337	146064.5412	113237.0847	113102.1279
125726.5873	171009.525	162177.4499	103165.2118	160705.6789	149443.0946	222481.6167	198493.6002	185465.7069	161046.0822	189585.6162	157839.9176	128816.801	123447.4815
107410.5538	170185.6699	185453.4305	115337.9389	152635.1634	149361.919	172077.4738	197176.0337	172112.1824	159369.7208	162939.1788	181236.9923	116858.9078	129602.5232
79728.23844	178262.0629	191054.8912	101171.8424	137281.4952	169139.1561	212002.4925	191115.9358	121695.2402	156801.6367	164382.3912	153250.0149	121554.5149	96559.31035
80972.70735	194475.3103	175990.6943	99873.81199	149080.8464	145463.8663	206469.9344	157405.6623	163440.0158	161980.7673	184790.4024	140148.1482	125697.496	100902.093
94943.68393	171060.7761	214033.7446	130653.2824	165113.9829	131850.5902	207015.8249	196074.5496	188955.6763	159383.8489	167114.316	130514.1292	126796.2295	112933.8821
106137.4943	190745.1706	179061.5903	87549.27386	140066.0171	144504.0079	209506.1565	190080.8672	153930.1012	144217.812	165151.4448	119761.0399	126451.09	100982.0517
92180.64729	177067.6314	189944.5614	100537.1568	140610.7489	119695.6198	235794.8675	204110.2358	172138.5785	159113.1367	145939.7037	135273.0826	122694.9902	109897.3153
93441.53469	133441.6835	151006.3376	94828.13607	149945.1235	180829.5279	236006.8268	202155.752	170897.9511	167650.5544	155724.8715	173805.5582	122864.286	103239.665
124920.0068	150271.1551	139720.181	95936.86566	172211.9288	177987.4287	213602.7487	176906.2719	209639.5247	167312.7802	184518.578	181927.7194	130418.6826	114517.2989
82735.04984	166101.2307	172634.1182	96505.1132	155686.8362	155486.6228	199346.9195	179147.4086	175821.1539	138076.6787	151233.9639	169674.2165	93792.34504	122631.538
119950.8919	162596.862	180470.2789	100578.1124	154141.1082	149785.6534	212188.8488	216522.6821	191465.6988	160181.5564	169299.3346	143904.095	138194.9765	128707.5221
93701.34072	187176.3333	185512.382	98520.92064	141379.7744	150721.9678	220519.3273	166299.2602	185347.3082	175205.0746	161209.5292	200182.9222	155303.9811	103910.7229
88242.31629	206205.5854	130947.5336	85484.25535	138114.6436	169491.3726	207569.2372	198981.5781	137256.1704	160223.2342	158076.4902	169211.1418	136121.1633	124390.2019
106387.2628	202243.1192	146083.8867	143836.6202	154632.4519	118638.1248	177364.4411	205813.5766	162762.0826	161236.4971	175630.1661	132418.3643	143659.8295	128736.6381
97492.02294	159343.199	176763.3085	72499.5056	159100.7056	115525.1559	196093.5472	202389.4269	187207.7443	164968.2064	190373.8659	154228.0135	142944.1384	121615.316
84205.36288	193034.2958	185748.6422	116620.8283	153986.8994	150893.6918	220367.9149	194819.0409	164288.2148	159129.3285	175664.163	155344.707	145885.8856	94893.14528
106899.8691	182584.6321	136409.7367	72665.60612	148830.7849	159617.4372	208711.2665	169560.7818	164449.9343	145023.8255	154861.992	157151.6606	147908.9029	94086.65579
101344.7871	205375.2056	180882.3118	100450.2799	167133.6823	171119.229	208724.9318	200554.3437	168773.1243	164783.959	143330.8983	152197.949	133910.7338	111101.8376
81117.17042	210583.5333	146827.675	117430.4905	129572.7271	154278.4942	228049.0459	155687.2174	178664.4226	190297.2024	140151.0001	151185.328	135840.7744	109596.3549
72433.26463	198068.5388	147447.1689	110942.5362	137926.7954	162588.0629	224730.8958	199845.0505	167110.2158	168267.1179	126204.9835	136679.1399	141040.4474	95088.29174
131002.6097	172890.6447	120134.1329	94641.52446	160345.9932	140537.5713	201250.0062	220809.3223	158689.6658	115566.3419	151214.7569	149500.9468	151931.2508	99281.23808
126877.5046	174226.0042	177730.6481	79689.75601	143643.9924	144202.2892	210264.5396	244810.3728	169009.393	154063.488	180749.7922	145169.8094	128123.0431	89871.34431
111533.3226	160020.8468	163456.9923	89198.58716	144393.9457	149486.0402	211674.4277	189666.3596	143822.1895	171316.957	170698.8382	166679.2789	107493.7705	120457.7558
99440.49727	193824.4403	187029.7224	85634.39415	144942.2757	134835.3644	195450.7022	213387.6904	181852.3602	173863.5572	156376.0374	166911.1385	120266.6292	119031.3651
111584.8203	170707.0973	164668.4342	103060.345	154243.6511	168840.9354	242204.1334	164160.4063	166544.1414	161615.5934	137512.1726	173324.9351	128401.4445	93247.05189
102715.4999	191841.8728	178780.3395	93922.78993	143673.8879	180650.7723	203885.2508	178029.5831	172329.5502	177732.7531	141574.9754	140926.5172	121367.6445	107444.8951
119200.6302	188217.2328	192911.9549	121928.2929	155655.2089	168456.8004	211805.182	179452.5246	153663.4582	117624.3295	191060.5623	149799.8289	161393.72	110077.8713
108246.217	169809.5194	167602.4971	95796.22772	144093.4279	147241.7988	208666.8472	215309.8749	169420.2459	150145.1018	182057.9599	106403.2836	112010.1457	101668.659
98540.82675	207659.1574	148323.1183	134758.0913	138881.013	123433.6696	178986.9819	224458.236	190387.1605	170847.3597	158263.1011	139103.1708	150049.8471	95739.19345
105282.8919	177697.0904	161552.9562	95399.07173	169443.9148	130302.8962	175829.2384	222434.6712	182053.4463	170865.7627	183510.1353	156890.4816	119842.0587	107534.0409
92306.45376	190850.9697	176041.0921	135516.1415	133344.9444	142549.7146	201705.9785	198233.0048	172646.8647	130620.221	146859.8086	144758.3833	104734.678	122049.0864
84445.01053	182867.8222	156655.5715	84213.04535	155548.3106	137901.5215	204289.9948	220603.308	137122.3332	151066.9803	162078.1667	129567.2959	120576.144	93738.79437
105111.1767	195420.7408	179663.2522	119022.598	144234.6121	147289.3894	212527.0331	221349.9239	155784.4195	135763.5169	161771.8186	162573.4653	166517.2904	109992.5567
90642.97199	197165.1203	183930.3234	90620.24464	136542.4188	155050.2682	183120.1955	275620.0325	165793.6278	199088.0295	156836.53	148719.5367	133223.0968	118674.6098
99938.1671	162774.6256	175798.9213	115172.7257	165473.6131	146251.9819	213105.7138	212750.5106	162715.1881	170573.683	168318.3986	145607.1946	113975.1002	113000.9935
86040.93371	215472.7735	131547.2442	76197.93268	160023.1979	115418.7061	180399.1301	167197.8107	158372.3831	145152.4558	159809.1464	159978.3718	125676.234	95518.86196
117017.2486	199166.0305	143877.9082	107680.0674	147578.8553	146449.0936	218726.4563	179664.3561	193529.4093	149959.4232	169253.7749	177211.2918	128563.9595	125992.5655
108634.9266	200679.7223	176830.1828	83750.71853	184938.8288	120662.07	200306.368	184243.5979	197178.0852	152570.5643	158219.3093	137400.4459	106676.7061	95911.59814
119789.9686	229322.8056	145855.8221	101982.6472	188604.7861	160134.6921	205108.5088	217788.904	178304.4307	181850.8338	142989.2867	144820.6384	127500.3718	108131.9066
79641.46844	197110.8754	151893.6804	85276.70057	136268.4715	122792.2767	200347.4071	203021.9497	141718.9747	139222.1384	148936.9471	163768.456	122130.445	106132.3566
91351.55327	179455.8017	179742.9715	88646.33732	163038.0419	112495.3016	224266.9815	163062.1315	168081.6535	101490.2681	163885.8229	160488.7311	140562.8542	114571.0389
108024.4487	201600.3847	142532.7747	89223.12338	151313.8575	114275.0881	166062.5204	226621.0095	187843.1543	165554.6853	144562.115	164417.2615	130327.9832	116015.44
93369.28478	199304.3528	212778.3603	87067.62217	153112.2134	172162.506	226718.8535	179289.1054	193090.156	141838.9051	139499.0365	199532.2152	129716.132	103201.7466
122406.4614	199458.3575	151669.1095	100279.508	171154.5575	148494.6512	194651.0662	209080.8079	172232.2558	153919.91	189157.9824	149612.6599	148830.7196	111542.6849
89813.84564	209350.4944	157547.742	113084.81	131020.9605	139257.6551	197758.9417	206342.7545	224287.6648	185227.7394	166619.2601	155322.4915	113344.5667	98632.61905
126747.1385	188286.925	147378.2721	104413.5963	153828.6125	147673.8098	210396.8758	193449.8569	162309.6527	159056.3591	154711.0605	158490.9359	107538.8254	107148.9817
100682.6128	181864.1139	177672.0974	122227.5728	161363.2053	151522.9489	177071.4421	220562.3974	195659.3587	159529.9518	200860.8268	145351.0356	155811.883	132287.8798
48209.3681	188753.7699	163195.031	106036.307	159491.5673	121696.5939	210158.9999	235490.7791	156875.893	154607.1436	191697.0196	164278.5272	138916.1901	79421.57092
95211.02497	175947.3608	161076.6384	100943.943	175531.1103	144513.6882	200671.5968	204230.015	166417.7912	141190.7504	148398.4567	137449.4346	139513.5865	130935.053
125781.8253	214943.3939	204660.8662	113158.2366	149290.469	170055.9797	204491.887	188585.0194	156490.2082	174457.7135	183254.7447	148576.6222	135941.4898	112882.1322
115214.9901	198343.0973	120694.8528	102827.981	140326.5642	155005.3129	193014.8816	207398.0799	241689.6122	146556.2158	154962.8158	154109.9504	132127.0145	111848.4416
101844.4099	194887.153	169940.0538	111001.5879	143025.6935	192804.6489	188162.6989	171697.6932	144490.8183	177150.9921	143691.8784	162738.13	100271.918	96728.44011
84649.18675	182452.3142	162897.2367	104604.2714	151465.0821	186916.2014	207809.1334	195365.5749	181984.057	151606.1945	172832.0269	165168.693	129793.26	109649.9274
84364.92937	185753.2595	149407.0109	92690.28967	156560.998	131614.4349	217920.6247	152496.5015	201314.7258	153954.8483	163934.9337	136540.6119	125172.3609	131530.6299
