Total observations: 478
Total time period:16
Unit for demand: cores*hours
=====================================================================================
91920.7011	163614.988	146960.6877	93273.75107	37028.35853	149271.2263	190952.2945	162389.231	113117.7923	147678.7292	112649.5994	133460.6348	102615.3566	102579.3708	74540.69213	97682.06593
97361.43658	140453.6566	141172.8462	95150.72366	11601.23354	163153.5891	187994.8259	143629.1996	164509.0736	126665.0541	109470.9199	142965.8301	103159.6744	105057.0007	115471.7501	99066.96081
76039.75504	192197.0129	114192.3393	92166.37273	39238.49367	139508.1989	218053.7577	179286.6388	168461.4089	157902.8575	158854.1446	158246.5036	93368.62764	110970.6105	103954.7083	78604.06625
103790.5665	186505.6079	150225.351	93413.58915	37962.59972	120522.0361	205446.998	178405.1282	164095.8657	137212.6043	151590.487	138880.7242	128581.5142	107989.9255	121069.3913	97486.96778
106247.6315	156678.9629	111062.9419	105468.4288	32689.46362	171049.4695	167488.454	205954.0514	163084.2734	130801.6876	145412.2461	117480.7843	126662.2543	114256.8302	99578.78492	103573.1313
78546.8763	172335.096	172266.8415	113001.2664	32850.11255	149347.5955	201745.2509	180051.8	154044.3069	131610.03	146326.2903	131886.35	93953.78719	123984.7923	115928.6194	97639.78579
105283.086	163383.0042	150839.4164	86507.83444	28139.98508	137829.0922	156957.468	202022.548	157601.0584	143422.908	176835.5458	166428.7594	123120.3984	124905.0561	133287.2798	90923.7882
100027.4716	152821.3486	136637.1444	96474.26707	37789.29869	142148.4858	144711.0318	165832.931	134670.2378	137408.0401	127639.3525	150448.0307	122569.0631	101417.915	105308.5857	94142.42093
79055.4372	165324.0173	142295.9367	67195.50256	24926.68011	142506.0321	173335.0039	171168.9554	165587.7852	155262.4117	133153.7106	142907.2739	99613.8716	98394.43075	95721.82482	66419.51787
126805.0499	211562.6503	136416.6007	105788.9389	29839.81505	157935.957	159686.9829	136614.1925	154351.2773	150089.2308	160919.6588	140819.3585	157568.9066	92241.22018	121296.5664	105475.8438
106812.9466	180729.9651	168293.1071	97617.78377	45102.74273	141232.5218	166043.9331	180558.183	126938.275	155249.6611	169979.7228	153057.3079	125073.1588	112265.2004	108850.8614	102013.0558
92553.24216	189350.0884	144356.7243	93659.96895	16822.13396	125316.1729	223973.7832	178944.4695	150064.9266	134971.9254	135690.6361	149109.7592	116824.6265	108599.841	142142.0477	74113.52732
121343.3312	184928.0558	133751.5094	89409.49432	29079.14516	149984.4575	180901.7021	168521.6242	118951.3757	160657.0157	141650.5214	116175.6301	119030.3714	112848.3057	102448.6684	99372.46464
99520.46156	172478.0349	149590.4945	108409.7689	28017.02742	143105.3455	202377.8613	201596.2601	158706.7836	148835.9371	130823.9765	141084.2317	122160.0882	88385.29077	126860.7651	78019.83002
79683.59915	177047.3517	129863.3005	125402.0904	27204.45667	148296.2266	187028.8945	180100.5976	168466.9146	134117.1839	133989.7632	121557.5208	84453.04703	112591.6581	109325.0064	102239.1707
